employee_ssn,employee_role,employee_birth_date,employee_hire_date,employee_termination_date,employee_gross_compensation,employee_plan_year_compensation,employee_capped_compensation,employee_deferral_rate,employee_contribution,employer_core_contribution,employer_match_contribution,eligibility_entry_date,is_eligible,is_participating
DUMMY_EX_985956_006037,Staff,1986-04-01,2013-11-07,,60154.04,60154.04,60154.04,3,24000.0,0.0,1804.6212,2013-11-07,True,True
DUMMY_EX_997547_006038,Manager,2001-06-15,2023-01-30,,100094.66,100094.66,100094.66,10,24000.0,0.0,3002.8398,2023-01-30,True,True
DUMMY_EX_921781_006039,Staff,1959-04-25,2010-07-12,,53807.91,53807.91,53807.91,5,24000.0,0.0,1614.2373,2010-07-12,True,True
DUMMY_EX_276870_006040,Staff,1975-06-14,2021-12-12,,46251.86,46251.86,46251.86,6,24000.0,0.0,1387.5557999999999,2021-12-12,True,True
DUMMY_EX_592560_006041,Manager,1985-09-13,2012-01-01,,144810.05,144810.05,144810.05,3,24000.0,0.0,4344.3015,2012-01-01,True,True
DUMMY_EX_441843_006042,Manager,1969-07-14,2020-07-22,,163243.02,163243.02,163243.02,6,24000.0,0.0,4897.290599999999,2020-07-22,True,True
DUMMY_EX_117137_006043,Staff,1962-09-16,2024-10-19,,66552.22,66552.22,66552.22,4,24000.0,0.0,1996.5665999999999,2024-10-19,True,True
DUMMY_EX_655301_006044,Manager,1997-09-23,2020-04-23,,118740.49,118740.49,118740.49,5,24000.0,0.0,3562.2147,2020-04-23,True,True
DUMMY_EX_306743_006045,Staff,1970-04-03,2012-02-07,,52680.49,52680.49,52680.49,10,24000.0,0.0,1580.4146999999998,2012-02-07,True,True
DUMMY_EX_587388_006046,Staff,1979-10-10,2013-01-22,,46513.45,46513.45,46513.45,6,24000.0,0.0,1395.4035,2013-01-22,True,True
DUMMY_EX_216015_006047,Manager,1982-02-05,2020-06-08,,122014.17,122014.17,122014.17,3,24000.0,0.0,3660.4251,2020-06-08,True,True
DUMMY_EX_760304_006048,Staff,1983-10-06,2019-01-21,,55623.64,55623.64,55623.64,4,24000.0,0.0,1668.7092,2019-01-21,True,True
DUMMY_EX_426193_006049,Staff,1989-04-15,2019-02-08,,45255.83,45255.83,45255.83,3,24000.0,0.0,1357.6749,2019-02-08,True,True
DUMMY_EX_609146_006050,Staff,1989-07-15,2019-11-01,,44883.48,44883.48,44883.48,6,24000.0,0.0,1346.5044,2019-11-01,True,True
DUMMY_EX_509725_006051,Staff,1989-03-26,2016-09-22,,62478.76,62478.76,62478.76,3,24000.0,0.0,1874.3627999999999,2016-09-22,True,True
DUMMY_EX_622188_006052,Staff,1987-11-25,2024-06-01,,62553.01,62553.01,62553.01,3,24000.0,0.0,1876.5903,2024-06-01,True,True
DUMMY_EX_389798_006053,Manager,1984-10-12,2018-08-03,,130733.43,130733.43,130733.43,5,24000.0,0.0,3922.0028999999995,2018-08-03,True,True
DUMMY_EX_366061_006054,Manager,1987-02-22,2020-11-05,,87113.78,87113.78,87113.78,1,24000.0,0.0,2613.4134,2020-11-05,True,True
DUMMY_EX_140590_006055,Staff,1995-04-15,2018-03-12,,50758.36,50758.36,50758.36,3,24000.0,0.0,1522.7508,2018-03-12,True,True
DUMMY_EX_471739_006056,Staff,1994-01-23,2019-12-05,,81307.54,81307.54,81307.54,3,24000.0,0.0,2439.2261999999996,2019-12-05,True,True
DUMMY_EX_349897_006057,Staff,1969-11-17,2005-09-05,,62029.81,62029.81,62029.81,6,24000.0,0.0,1860.8943,2005-09-05,True,True
DUMMY_EX_546572_006058,Staff,1983-01-06,2017-09-13,,53538.53,53538.53,53538.53,3,24000.0,0.0,1606.1559,2017-09-13,True,True
DUMMY_EX_963322_006059,Staff,1970-01-14,2021-10-21,,59464.53,59464.53,59464.53,2,24000.0,0.0,1783.9359,2021-10-21,True,True
DUMMY_EX_667785_006060,Manager,1994-01-07,2021-04-29,,66779.08,66779.08,66779.08,3,24000.0,0.0,2003.3724,2021-04-29,True,True
DUMMY_EX_174279_006061,Staff,1995-05-04,2023-06-16,,52175.51,52175.51,52175.51,3,24000.0,0.0,1565.2653,2023-06-16,True,True
DUMMY_EX_152187_006062,Staff,1983-03-20,2016-09-28,,51274.5,51274.5,51274.5,3,24000.0,0.0,1538.235,2016-09-28,True,True
DUMMY_EX_435300_006063,Staff,1992-06-01,2017-05-04,,75524.93,75524.93,75524.93,3,24000.0,0.0,2265.7479,2017-05-04,True,True
DUMMY_EX_167841_006064,Staff,2001-11-15,2024-07-03,2024-12-12,52776.1,52776.1,52776.1,1,24000.0,0.0,0.0,2024-07-03,False,True
DUMMY_EX_948685_006065,Manager,1990-03-02,2021-09-10,,66019.82,66019.82,66019.82,10,24000.0,0.0,1980.5946000000001,2021-09-10,True,True
DUMMY_EX_959805_006066,Staff,1968-11-17,2021-07-19,,49208.96,49208.96,49208.96,7,24000.0,0.0,1476.2687999999998,2021-07-19,True,True
DUMMY_EX_837224_006067,Staff,1993-08-24,2024-02-12,2024-08-29,51750.51,51750.51,51750.51,2,24000.0,0.0,0.0,2024-02-12,False,True
DUMMY_EX_438117_006068,Staff,1980-05-19,2014-10-17,,42680.3,42680.3,42680.3,3,24000.0,0.0,1280.409,2014-10-17,True,True
DUMMY_EX_813361_006069,Staff,1992-07-18,2024-09-27,2024-10-01,45146.39,45146.39,45146.39,6,24000.0,0.0,0.0,2024-09-27,False,True
DUMMY_EX_875049_006070,Staff,1989-02-01,2016-01-17,,45579.61,45579.61,45579.61,3,24000.0,0.0,1367.3883,2016-01-17,True,True
DUMMY_EX_874556_006071,Staff,1983-04-28,2011-12-13,,45691.17,45691.17,45691.17,0,0.0,0.0,0.0,2011-12-13,True,False
DUMMY_EX_278179_006072,Staff,1979-11-14,2018-10-25,,46290.98,46290.98,46290.98,10,24000.0,0.0,1388.7294,2018-10-25,True,True
DUMMY_EX_453727_006073,Staff,1982-11-14,2007-07-28,,55988.81,55988.81,55988.81,3,24000.0,0.0,1679.6643,2007-07-28,True,True
DUMMY_EX_474880_006074,Manager,1994-12-15,2023-03-27,,128413.07,128413.07,128413.07,0,0.0,0.0,0.0,2023-03-27,True,False
DUMMY_EX_111540_006075,Manager,1970-03-11,2014-06-25,,111828.15,111828.15,111828.15,1,24000.0,0.0,3354.8444999999997,2014-06-25,True,True
DUMMY_EX_461224_006076,Staff,1998-03-11,2024-06-16,,53120.28,53120.28,53120.28,0,0.0,0.0,0.0,2024-06-16,True,False
DUMMY_EX_298496_006077,Staff,1982-11-26,2013-05-13,,54196.19,54196.19,54196.19,10,24000.0,0.0,1625.8857,2013-05-13,True,True
DUMMY_EX_842685_006078,Staff,1975-04-15,2020-02-23,,56232.63,56232.63,56232.63,5,24000.0,0.0,1686.9788999999998,2020-02-23,True,True
DUMMY_EX_137539_006079,Staff,1981-05-28,2013-12-12,,46805.75,46805.75,46805.75,0,0.0,0.0,0.0,2013-12-12,True,False
DUMMY_EX_657620_006080,Manager,1988-11-14,2013-09-06,,77497.65,77497.65,77497.65,3,24000.0,0.0,2324.9294999999997,2013-09-06,True,True
DUMMY_EX_130956_006081,Manager,1989-01-25,2018-10-28,,123252.78,123252.78,123252.78,0,0.0,0.0,0.0,2018-10-28,True,False
DUMMY_EX_923923_006082,Staff,1987-04-12,2009-01-04,,68875.14,68875.14,68875.14,3,24000.0,0.0,2066.2542,2009-01-04,True,True
DUMMY_EX_400407_006083,Staff,1984-03-07,2024-10-17,2024-11-22,38226.1,38226.1,38226.1,10,24000.0,0.0,0.0,2024-10-17,False,True
DUMMY_EX_375366_006084,Staff,1989-07-07,2013-10-17,,42533.91,42533.91,42533.91,4,24000.0,0.0,1276.0173,2013-10-17,True,True
DUMMY_EX_235861_006085,Staff,1988-11-16,2014-08-24,,66912.99,66912.99,66912.99,1,24000.0,0.0,2007.3897000000002,2014-08-24,True,True
DUMMY_EX_181207_006086,Staff,1980-12-14,2017-07-19,,48951.27,48951.27,48951.27,3,24000.0,0.0,1468.5380999999998,2017-07-19,True,True
DUMMY_EX_300297_006087,Staff,1976-05-07,2017-05-24,,45451.31,45451.31,45451.31,2,24000.0,0.0,1363.5393,2017-05-24,True,True
DUMMY_EX_968138_006088,Staff,1991-08-12,2014-10-20,,50756.08,50756.08,50756.08,3,24000.0,0.0,1522.6824,2014-10-20,True,True
DUMMY_EX_902179_006089,Manager,1979-01-23,2015-01-03,,111099.52,111099.52,111099.52,3,24000.0,0.0,3332.9856,2015-01-03,True,True
DUMMY_EX_620117_006090,Manager,1985-10-22,2012-03-17,,116742.19,116742.19,116742.19,3,24000.0,0.0,3502.2657,2012-03-17,True,True
DUMMY_EX_281373_006091,Staff,1995-06-23,2024-01-10,,49668.48,49668.48,49668.48,4,24000.0,0.0,1490.0544,2024-01-10,True,True
DUMMY_EX_959787_006092,Staff,1981-09-23,2018-01-23,,46436.5,46436.5,46436.5,7,24000.0,0.0,1393.095,2018-01-23,True,True
DUMMY_EX_679602_006093,Executive,1990-07-17,2021-01-23,,178878.89,178878.89,178878.89,6,24000.0,0.0,5366.3667000000005,2021-01-23,True,True
DUMMY_EX_650079_006094,Manager,1994-09-16,2023-12-29,,120646.94,120646.94,120646.94,10,24000.0,0.0,3619.4082,2023-12-29,True,True
DUMMY_EX_285817_006095,Staff,1975-09-16,2012-06-24,,34758.58,34758.58,34758.58,3,24000.0,0.0,1042.7574,2012-06-24,True,True
DUMMY_EX_996026_006096,Manager,1993-12-14,2020-11-10,,92596.2,92596.2,92596.2,4,24000.0,0.0,2777.886,2020-11-10,True,True
DUMMY_EX_526670_006097,Staff,1979-10-11,2014-10-30,,47363.58,47363.58,47363.58,3,24000.0,0.0,1420.9074,2014-10-30,True,True
DUMMY_EX_594936_006098,Staff,1988-06-02,2021-04-30,,60053.13,60053.13,60053.13,5,24000.0,0.0,1801.5938999999998,2021-04-30,True,True
DUMMY_EX_500824_006099,Staff,1990-01-25,2022-03-26,,37170.33,37170.33,37170.33,4,24000.0,0.0,1115.1099,2022-03-26,True,True
DUMMY_EX_305992_006100,Staff,1985-04-25,2013-11-04,,49784.17,49784.17,49784.17,3,24000.0,0.0,1493.5250999999998,2013-11-04,True,True
DUMMY_EX_385472_006101,Staff,1997-02-17,2021-09-26,,45584.63,45584.63,45584.63,2,24000.0,0.0,1367.5388999999998,2021-09-26,True,True
DUMMY_EX_818504_006102,Staff,1993-08-17,2016-10-09,,55230.73,55230.73,55230.73,0,0.0,0.0,0.0,2016-10-09,True,False
DUMMY_EX_666661_006103,Staff,1980-04-07,2017-06-28,,54960.9,54960.9,54960.9,10,24000.0,0.0,1648.827,2017-06-28,True,True
DUMMY_EX_133911_006104,Staff,1976-12-04,2018-05-16,,68469.38,68469.38,68469.38,3,24000.0,0.0,2054.0814,2018-05-16,True,True
DUMMY_EX_152258_006105,Staff,1992-12-09,2019-07-08,,49204.19,49204.19,49204.19,7,24000.0,0.0,1476.1257,2019-07-08,True,True
DUMMY_EX_375924_006106,Staff,1999-05-04,2022-04-16,,35376.13,35376.13,35376.13,0,0.0,0.0,0.0,2022-04-16,True,False
DUMMY_EX_150218_006107,Staff,1976-04-14,2014-09-01,,61400.67,61400.67,61400.67,5,24000.0,0.0,1842.0201,2014-09-01,True,True
DUMMY_EX_545777_006108,Staff,1975-05-06,2021-03-23,,61077.49,61077.49,61077.49,1,24000.0,0.0,1832.3247,2021-03-23,True,True
DUMMY_EX_729417_006109,Staff,1976-06-20,2017-05-15,,52990.99,52990.99,52990.99,0,0.0,0.0,0.0,2017-05-15,True,False
DUMMY_EX_595760_006110,Staff,1988-03-01,2012-03-07,,50548.88,50548.88,50548.88,3,24000.0,0.0,1516.4663999999998,2012-03-07,True,True
DUMMY_EX_252620_006111,Staff,1971-05-10,2021-12-13,,76072.67,76072.67,76072.67,3,24000.0,0.0,2282.1801,2021-12-13,True,True
DUMMY_EX_740069_006112,Staff,1971-12-07,2009-09-09,,55926.77,55926.77,55926.77,3,24000.0,0.0,1677.8030999999999,2009-09-09,True,True
DUMMY_EX_751581_006113,Staff,1972-10-14,2006-04-19,,72735.6,72735.6,72735.6,1,24000.0,0.0,2182.068,2006-04-19,True,True
DUMMY_EX_295395_006114,Manager,1999-09-14,2021-09-10,,129465.03,129465.03,129465.03,3,24000.0,0.0,3883.9509,2021-09-10,True,True
DUMMY_EX_419256_006115,Staff,1986-10-01,2016-06-12,,44510.07,44510.07,44510.07,3,24000.0,0.0,1335.3020999999999,2016-06-12,True,True
DUMMY_EX_222140_006116,Staff,1996-08-20,2022-01-16,,50589.38,50589.38,50589.38,3,24000.0,0.0,1517.6814,2022-01-16,True,True
DUMMY_EX_519327_006117,Manager,1976-07-20,2017-11-24,,180505.99,180505.99,180505.99,10,24000.0,0.0,5415.1797,2017-11-24,True,True
DUMMY_EX_288710_006118,Staff,1983-05-08,2006-10-26,,53318.37,53318.37,53318.37,4,24000.0,0.0,1599.5511,2006-10-26,True,True
DUMMY_EX_957520_006119,Manager,1984-07-08,2008-04-01,,127134.5,127134.5,127134.5,3,24000.0,0.0,3814.035,2008-04-01,True,True
DUMMY_EX_873962_006120,Staff,1971-06-01,2023-07-04,,54919.74,54919.74,54919.74,3,24000.0,0.0,1647.5921999999998,2023-07-04,True,True
DUMMY_EX_252424_006121,Staff,1985-11-04,2010-05-10,,58089.52,58089.52,58089.52,3,24000.0,0.0,1742.6855999999998,2010-05-10,True,True
DUMMY_EX_819611_006122,Staff,1994-10-20,2018-05-28,,58549.14,58549.14,58549.14,3,24000.0,0.0,1756.4741999999999,2018-05-28,True,True
DUMMY_EX_655052_006123,Staff,1972-11-08,2012-05-13,,62556.94,62556.94,62556.94,6,24000.0,0.0,1876.7082,2012-05-13,True,True
DUMMY_EX_529507_006124,Staff,1991-05-17,2019-11-13,,44821.01,44821.01,44821.01,3,24000.0,0.0,1344.6303,2019-11-13,True,True
DUMMY_EX_945954_006125,Executive,1979-09-18,2008-05-17,,148599.2,148599.2,148599.2,5,24000.0,0.0,4457.976000000001,2008-05-17,True,True
DUMMY_EX_238635_006126,Staff,1996-02-24,2021-08-17,,41619.67,41619.67,41619.67,3,24000.0,0.0,1248.5901,2021-08-17,True,True
DUMMY_EX_484716_006127,Staff,1989-04-23,2021-10-25,,59302.36,59302.36,59302.36,3,24000.0,0.0,1779.0708,2021-10-25,True,True
DUMMY_EX_460519_006128,Staff,1997-03-26,2021-08-29,,37230.09,37230.09,37230.09,5,24000.0,0.0,1116.9026999999999,2021-08-29,True,True
DUMMY_EX_105475_006129,Executive,1987-10-15,2020-01-09,,149482.07,149482.07,149482.07,5,24000.0,0.0,4484.4621,2020-01-09,True,True
DUMMY_EX_773995_006130,Manager,1987-11-13,2018-08-02,,127310.16,127310.16,127310.16,10,24000.0,0.0,3819.3048,2018-08-02,True,True
DUMMY_EX_123681_006131,Staff,1974-03-10,2011-05-01,,78025.44,78025.44,78025.44,10,24000.0,0.0,2340.7632,2011-05-01,True,True
DUMMY_EX_889082_006132,Staff,1979-10-04,2021-03-05,,44382.59,44382.59,44382.59,6,24000.0,0.0,1331.4777,2021-03-05,True,True
DUMMY_EX_575033_006133,Staff,1989-09-19,2023-10-07,2024-05-04,40670.64,40670.64,40670.64,3,24000.0,0.0,0.0,2023-10-07,False,True
DUMMY_EX_971275_006134,Manager,1977-01-28,2018-11-11,,89206.43,89206.43,89206.43,10,24000.0,0.0,2676.1928999999996,2018-11-11,True,True
DUMMY_EX_822884_006135,Staff,1973-02-05,2016-04-10,,59290.25,59290.25,59290.25,3,24000.0,0.0,1778.7075,2016-04-10,True,True
DUMMY_EX_259108_006136,Manager,1977-07-10,2017-09-14,,116790.48,116790.48,116790.48,1,24000.0,0.0,3503.7144,2017-09-14,True,True
DUMMY_EX_180928_006137,Staff,1983-05-23,2011-06-27,,51872.55,51872.55,51872.55,0,0.0,0.0,0.0,2011-06-27,True,False
DUMMY_EX_394119_006138,Staff,1980-11-21,2015-10-10,,53342.7,53342.7,53342.7,4,24000.0,0.0,1600.281,2015-10-10,True,True
DUMMY_EX_500914_006139,Staff,1988-09-07,2017-05-05,,43520.26,43520.26,43520.26,5,24000.0,0.0,1305.6078,2017-05-05,True,True
DUMMY_EX_252405_006140,Staff,1992-09-16,2015-04-19,,57712.29,57712.29,57712.29,3,24000.0,0.0,1731.3687,2015-04-19,True,True
DUMMY_EX_873418_006141,Staff,1998-12-12,2023-04-02,,32799.57,32799.57,32799.57,5,24000.0,0.0,983.9870999999999,2023-04-02,True,True
DUMMY_EX_808412_006142,Manager,1984-11-03,2009-04-05,,113250.95,113250.95,113250.95,0,0.0,0.0,0.0,2009-04-05,True,False
DUMMY_EX_824123_006143,Staff,1993-01-11,2023-09-30,,33405.31,33405.31,33405.31,0,0.0,0.0,0.0,2023-09-30,True,False
DUMMY_EX_303979_006144,Staff,1987-06-28,2013-06-30,,58717.09,58717.09,58717.09,1,24000.0,0.0,1761.5126999999998,2013-06-30,True,True
DUMMY_EX_532986_006145,Staff,1977-11-24,2021-12-13,,52259.76,52259.76,52259.76,3,24000.0,0.0,1567.7928,2021-12-13,True,True
DUMMY_EX_501599_006146,Staff,1989-04-06,2019-08-05,,53229.65,53229.65,53229.65,3,24000.0,0.0,1596.8895,2019-08-05,True,True
DUMMY_EX_725613_006147,Manager,1975-12-13,2008-09-24,,144512.96,144512.96,144512.96,3,24000.0,0.0,4335.3888,2008-09-24,True,True
DUMMY_EX_606250_006148,Staff,1997-09-06,2019-02-13,,47243.86,47243.86,47243.86,3,24000.0,0.0,1417.3157999999999,2019-02-13,True,True
DUMMY_EX_176526_006149,Staff,1977-06-01,2015-09-09,,65439.4,65439.4,65439.4,3,24000.0,0.0,1963.182,2015-09-09,True,True
DUMMY_EX_214198_006150,Staff,1975-03-15,2017-11-07,,61560.71,61560.71,61560.71,6,24000.0,0.0,1846.8212999999998,2017-11-07,True,True
DUMMY_EX_418806_006151,Staff,1983-07-03,2016-10-28,,38833.94,38833.94,38833.94,3,24000.0,0.0,1165.0182,2016-10-28,True,True
DUMMY_EX_776356_006152,Manager,1987-05-23,2020-08-05,,136985.67,136985.67,136985.67,10,24000.0,0.0,4109.5701,2020-08-05,True,True
DUMMY_EX_579582_006153,Executive,1997-09-13,2020-12-06,,177450.49,177450.49,177450.49,5,24000.0,0.0,5323.5147,2020-12-06,True,True
DUMMY_EX_690991_006154,Staff,1973-10-06,2016-05-15,,52134.86,52134.86,52134.86,7,24000.0,0.0,1564.0457999999999,2016-05-15,True,True
DUMMY_EX_958916_006155,Staff,1972-07-22,2012-01-06,,42127.13,42127.13,42127.13,3,24000.0,0.0,1263.8138999999999,2012-01-06,True,True
DUMMY_EX_853986_006156,Staff,1978-01-20,2021-07-05,,48436.57,48436.57,48436.57,3,24000.0,0.0,1453.0971,2021-07-05,True,True
DUMMY_EX_257155_006157,Staff,1982-04-11,2019-01-11,,43329.75,43329.75,43329.75,1,24000.0,0.0,1299.8925,2019-01-11,True,True
DUMMY_EX_725552_006158,Staff,1971-07-05,2005-12-23,,53828.24,53828.24,53828.24,3,24000.0,0.0,1614.8472,2005-12-23,True,True
DUMMY_EX_331863_006159,Manager,1980-11-26,2014-12-10,,118076.26,118076.26,118076.26,3,24000.0,0.0,3542.2877999999996,2014-12-10,True,True
DUMMY_EX_201935_006160,Staff,1975-02-18,2016-11-30,,83178.82,83178.82,83178.82,3,24000.0,0.0,2495.3646000000003,2016-11-30,True,True
DUMMY_EX_737304_006161,Staff,1968-10-27,2017-04-02,,41652.69,41652.69,41652.69,10,24000.0,0.0,1249.5807,2017-04-02,True,True
DUMMY_EX_803956_006162,Staff,1997-08-22,2022-01-04,,44140.59,44140.59,44140.59,3,24000.0,0.0,1324.2177,2022-01-04,True,True
DUMMY_EX_234351_006163,Staff,1976-06-03,2014-01-20,,46021.12,46021.12,46021.12,2,24000.0,0.0,1380.6336000000001,2014-01-20,True,True
DUMMY_EX_241098_006164,Staff,1999-01-16,2021-07-13,,40024.08,40024.08,40024.08,0,0.0,0.0,0.0,2021-07-13,True,False
DUMMY_EX_652804_006165,Staff,1971-03-18,2010-05-30,,58635.98,58635.98,58635.98,3,24000.0,0.0,1759.0794,2010-05-30,True,True
DUMMY_EX_582962_006166,Staff,1989-05-26,2021-11-08,,50506.1,50506.1,50506.1,0,0.0,0.0,0.0,2021-11-08,True,False
DUMMY_EX_556844_006167,Staff,1977-09-19,2022-04-29,,48994.67,48994.67,48994.67,5,24000.0,0.0,1469.8401,2022-04-29,True,True
DUMMY_EX_280432_006168,Staff,1989-12-27,2018-11-13,,51410.77,51410.77,51410.77,0,0.0,0.0,0.0,2018-11-13,True,False
DUMMY_EX_898561_006169,Staff,1988-06-20,2012-05-16,,59818.6,59818.6,59818.6,1,24000.0,0.0,1794.558,2012-05-16,True,True
DUMMY_EX_972194_006170,Staff,1965-04-25,2019-08-02,,68255.01,68255.01,68255.01,0,0.0,0.0,0.0,2019-08-02,True,False
DUMMY_EX_891357_006171,Staff,1971-06-16,2012-11-24,,53707.57,53707.57,53707.57,10,24000.0,0.0,1611.2270999999998,2012-11-24,True,True
DUMMY_EX_730189_006172,Staff,1986-09-27,2012-08-24,,42191.68,42191.68,42191.68,0,0.0,0.0,0.0,2012-08-24,True,False
DUMMY_EX_785773_006173,Staff,1992-05-08,2016-01-28,2024-01-12,48033.24,48033.24,48033.24,7,24000.0,0.0,0.0,2016-01-28,False,True
DUMMY_EX_224516_006174,Staff,1981-01-03,2016-07-11,,39964.15,39964.15,39964.15,10,24000.0,0.0,1198.9245,2016-07-11,True,True
DUMMY_EX_414138_006175,Manager,1994-11-28,2016-12-01,,104675.85,104675.85,104675.85,10,24000.0,0.0,3140.2755,2016-12-01,True,True
DUMMY_EX_943358_006176,Staff,1974-06-27,2021-09-03,,73184.96,73184.96,73184.96,3,24000.0,0.0,2195.5488,2021-09-03,True,True
DUMMY_EX_443896_006177,Staff,1986-07-11,2019-11-25,,46526.44,46526.44,46526.44,0,0.0,0.0,0.0,2019-11-25,True,False
DUMMY_EX_828274_006178,Staff,1979-03-18,2021-06-30,,35535.5,35535.5,35535.5,1,24000.0,0.0,1066.065,2021-06-30,True,True
DUMMY_EX_674044_006179,Staff,1978-11-04,2020-05-30,,40498.04,40498.04,40498.04,3,24000.0,0.0,1214.9412,2020-05-30,True,True
DUMMY_EX_618550_006180,Staff,1972-10-11,2016-05-09,,57941.96,57941.96,57941.96,3,24000.0,0.0,1738.2587999999998,2016-05-09,True,True
DUMMY_EX_748473_006181,Executive,1997-06-28,2020-02-05,,172090.17,172090.17,172090.17,10,24000.0,0.0,5162.7051,2020-02-05,True,True
DUMMY_EX_538460_006182,Manager,1982-12-13,2018-04-28,,93190.91,93190.91,93190.91,5,24000.0,0.0,2795.7273,2018-04-28,True,True
DUMMY_EX_301487_006183,Staff,1992-01-06,2018-12-03,,47862.92,47862.92,47862.92,9,24000.0,0.0,1435.8875999999998,2018-12-03,True,True
DUMMY_EX_991430_006184,Staff,1976-01-02,2019-05-30,,49713.86,49713.86,49713.86,3,24000.0,0.0,1491.4158,2019-05-30,True,True
DUMMY_EX_914844_006185,Staff,1987-05-13,2017-11-17,,51061.98,51061.98,51061.98,10,24000.0,0.0,1531.8594,2017-11-17,True,True
DUMMY_EX_767407_006186,Executive,1979-03-23,2017-02-06,,309614.67,309614.67,309614.67,4,24000.0,0.0,9288.4401,2017-02-06,True,True
DUMMY_EX_550785_006187,Staff,1990-05-02,2016-06-22,,78943.24,78943.24,78943.24,0,0.0,0.0,0.0,2016-06-22,True,False
DUMMY_EX_424906_006188,Manager,1986-10-25,2019-02-05,,123247.93,123247.93,123247.93,8,24000.0,0.0,3697.4378999999994,2019-02-05,True,True
DUMMY_EX_907774_006189,Staff,1992-10-20,2014-01-18,,40597.51,40597.51,40597.51,3,24000.0,0.0,1217.9253,2014-01-18,True,True
DUMMY_EX_602859_006190,Staff,1990-12-07,2022-02-01,,59785.45,59785.45,59785.45,3,24000.0,0.0,1793.5634999999997,2022-02-01,True,True
DUMMY_EX_156437_006191,Staff,1989-12-02,2023-04-06,,54435.64,54435.64,54435.64,0,0.0,0.0,0.0,2023-04-06,True,False
DUMMY_EX_541091_006192,Staff,1982-10-27,2005-05-13,,62366.27,62366.27,62366.27,6,24000.0,0.0,1870.9880999999998,2005-05-13,True,True
DUMMY_EX_396061_006193,Staff,1975-06-05,2018-06-30,,45684.99,45684.99,45684.99,0,0.0,0.0,0.0,2018-06-30,True,False
DUMMY_EX_288884_006194,Staff,1993-06-11,2017-01-30,,49717.01,49717.01,49717.01,3,24000.0,0.0,1491.5103,2017-01-30,True,True
DUMMY_EX_803647_006195,Executive,1973-05-22,2019-06-14,,444136.45,444136.45,355000.0,1,24000.0,0.0,10650.0,2019-06-14,True,True
DUMMY_EX_567565_006196,Staff,1995-08-02,2018-01-24,,48439.81,48439.81,48439.81,3,24000.0,0.0,1453.1942999999999,2018-01-24,True,True
DUMMY_EX_931435_006197,Staff,1971-12-22,2021-01-12,,53076.33,53076.33,53076.33,4,24000.0,0.0,1592.2899,2021-01-12,True,True
DUMMY_EX_970896_006198,Manager,1984-05-10,2015-11-20,,68891.04,68891.04,68891.04,7,24000.0,0.0,2066.7311999999997,2015-11-20,True,True
DUMMY_EX_481883_006199,Staff,1982-06-12,2005-04-30,,63506.69,63506.69,63506.69,3,24000.0,0.0,1905.2007,2005-04-30,True,True
DUMMY_EX_595567_006200,Manager,1965-02-01,2015-04-30,,108197.43,108197.43,108197.43,3,24000.0,0.0,3245.9228999999996,2015-04-30,True,True
DUMMY_EX_709889_006201,Staff,1982-03-06,2019-02-03,,41194.84,41194.84,41194.84,0,0.0,0.0,0.0,2019-02-03,True,False
DUMMY_EX_775989_006202,Staff,1984-06-23,2016-04-05,,51583.42,51583.42,51583.42,6,24000.0,0.0,1547.5025999999998,2016-04-05,True,True
DUMMY_EX_226641_006203,Staff,1991-10-12,2021-07-15,,39078.78,39078.78,39078.78,3,24000.0,0.0,1172.3634,2021-07-15,True,True
DUMMY_EX_188646_006204,Staff,1984-06-16,2022-01-21,,46211.54,46211.54,46211.54,4,24000.0,0.0,1386.3462,2022-01-21,True,True
DUMMY_EX_190749_006205,Manager,1993-01-02,2017-03-04,,81013.96,81013.96,81013.96,7,24000.0,0.0,2430.4188,2017-03-04,True,True
DUMMY_EX_215533_006206,Executive,1989-09-05,2013-06-02,,194129.11,194129.11,194129.11,3,24000.0,0.0,5823.873299999999,2013-06-02,True,True
DUMMY_EX_278282_006207,Staff,1985-11-07,2015-10-11,,61506.45,61506.45,61506.45,0,0.0,0.0,0.0,2015-10-11,True,False
DUMMY_EX_254804_006208,Staff,2003-12-23,2024-12-31,2024-12-31,46506.87,46506.87,46506.87,3,24000.0,0.0,0.0,2024-12-31,False,True
DUMMY_EX_453900_006209,Staff,1989-11-23,2021-06-26,,53025.49,53025.49,53025.49,10,24000.0,0.0,1590.7647,2021-06-26,True,True
DUMMY_EX_283855_006210,Manager,1994-12-08,2016-11-25,,87574.26,87574.26,87574.26,10,24000.0,0.0,2627.2277999999997,2016-11-25,True,True
DUMMY_EX_988690_006211,Staff,1978-03-15,2019-11-22,,68563.23,68563.23,68563.23,5,24000.0,0.0,2056.8968999999997,2019-11-22,True,True
DUMMY_EX_940528_006212,Staff,1983-03-16,2016-10-09,,42279.05,42279.05,42279.05,2,24000.0,0.0,1268.3715,2016-10-09,True,True
DUMMY_EX_916751_006213,Staff,1976-10-08,2018-06-21,,58796.99,58796.99,58796.99,3,24000.0,0.0,1763.9097,2018-06-21,True,True
DUMMY_EX_366467_006214,Staff,1986-09-01,2016-10-23,,47819.51,47819.51,47819.51,3,24000.0,0.0,1434.5853,2016-10-23,True,True
